Gene.symbol	Gene.ID	adj.P.Val	logFC
CYP19A1	1588	0.83638188968493	0.126312544444443
SPRR3	6707	0.836437455509504	0.129757663722223
GCA	25801	0.836437455509504	-0.172615611833335
		0.836437455509504	-0.139462602166668
		0.83657120853466	0.191082444666666
		0.836699328318415	-0.0815418983888891
		0.836699328318415	0.0958540892777777
C9orf131	138724	0.836699328318415	0.1890943435
SDAD1	55153	0.836699328318415	0.165317794666669
OR2H1	26716	0.836871651527088	-0.100650066888887
CCDC110	256309	0.836871651527088	-0.0917705796666661
ZNF98///ZNF492///ZNF85	148198///57615///7639	0.836871651527088	0.152312739944445
		0.836871651527088	0.219600301999998
PBX2///PBX2P1	5089///5088	0.836899811547347	0.10863207061111
ZFHX3	463	0.836962948753562	0.161595192944445
		0.837014771293618	0.061865767888889
		0.837059794034635	0.293829164555556
ANO5	203859	0.837131011430026	-0.160035447944445
TESK1	7016	0.837131011430026	0.0949992052222237
RAPSN	5913	0.83713784994699	-0.0974763395555556
RGS6	9628	0.837149019452783	0.175097890388889
SEMG2	6407	0.837177550008625	0.063231017722222
		0.837177550008625	-0.107898008888889
		0.837178133670768	0.108660092888889
		0.837178133670768	0.221742618166667
YJEFN3	374887	0.83721090379638	0.137158499833331
		0.837217243655283	0.166844717
SELP	6403	0.83738140244571	-0.310674748777777
GSC2	2928	0.83738140244571	0.141674291277782
KLHDC3	116138	0.83738140244571	-0.107147023222224
SDHD	6392	0.83738140244571	0.174248202944442
		0.83738140244571	-0.214429217333333
ZNF708	7562	0.83738140244571	0.330276775944444
		0.83738140244571	0.0894584474999998
		0.83738140244571	-0.116270843333334
		0.837446458260142	-0.193706794166667
		0.837446458260142	-0.1370912755
STIM2	57620	0.837454908187081	0.124699867055554
SPAG11A///SPAG11B	653423///10407	0.837471675259307	0.18002689727778
		0.837520759310495	-0.216170799555552
ANAPC7	51434	0.837563866997222	-0.134267520944448
TATDN2	9797	0.837563866997222	0.139667846166667
NEU4	129807	0.837563866997222	-0.11909773477778
MOGS	7841	0.83766350556711	-0.0956121041111109
		0.83766350556711	0.0987206795000004
CEP131	22994	0.83766350556711	-0.101047304555555
MCRIP2	84331	0.837709813015347	0.145628990111112
RALGDS	5900	0.837709813015347	0.164272629666666
BRI3	25798	0.83785380440974	-0.118222016388887
RPL13	6137	0.837945823621417	-0.18147780961111
ARID1B	57492	0.837945823621417	0.149012000333334
LRP5L	91355	0.83795696869829	-0.138105416000002
		0.837959704842906	-0.278530848222223
		0.838002414821573	-0.144964363500001
		0.838002414821573	0.176012583944445
KLHL41	10324	0.838082458690809	-0.101087933055557
		0.838109467333696	-0.0968589483888884
		0.838109467333696	0.225249353777779
ANO3	63982	0.838193635541143	-0.078572759388889
		0.838404319568185	-0.0924538923333325
		0.838404319568185	0.0991264916666665
TRIM72	493829	0.838404319568185	0.113898054222222
		0.838404319568185	-0.125538491111113
		0.838514645288692	0.105702678111112
		0.838543353543656	-0.153855678166667
TMPRSS5///TMPRSS5	80975///80975	0.83854422559172	-0.0898547844444435
KRTAP10-12///KRTAP10-3///KRTAP10-2///KRTAP10-11///KRTAP10-1///KRTAP10-9///KRTAP10-7///KRTAP10-6///KRTAP10-4///KRTAP10-10	386685///386682///386679///386678///386677///386676///386675///386674///386672///353333	0.838583855925544	0.107344636222222
		0.838638301599069	-0.337994996222223
PARP1	142	0.838638301599069	-0.1287472875
FAM109A	144717	0.838638301599069	-0.0985303750555548
		0.838638301599069	0.136806379444444
ZNF227	7770	0.838638301599069	-0.173297465111111
C7orf55-LUC7L2///LUC7L2	100996928///51631	0.838638301599069	-0.108903962000001
		0.838638301599069	0.218264057444444
HLA-DRA///HLA-DQA1	3122///3117	0.838638301599069	0.369288405555555
KIAA1804	84451	0.838638301599069	0.141254455222224
ARHGAP12	94134	0.838638301599069	0.204373034833333
		0.838638301599069	-0.243642147722221
COX10	1352	0.838678825902209	-0.147234142722221
		0.83879636049099	-0.126163924222222
		0.838837753328181	-0.102865314944445
		0.838837753328181	0.0795163645000003
SMOX	54498	0.838837753328181	-0.191103766166668
ITIH1	3697	0.838837753328181	0.0897001910555555
SERPINB5	5268	0.838837753328181	0.0726144555555552
		0.83900368841889	0.163562786611111
ZNF480	147657	0.839109573320466	0.31536765138889
		0.839109573320466	0.29133158961111
PNMA2	10687	0.839260050346358	-0.126874440611111
RAD51C	5889	0.839299624674879	-0.167749813277778
TRMT112	51504	0.839310034837266	-0.091663648888888
		0.839310034837266	-0.156011147444445
HEYL	26508	0.83932951731749	-0.0969902545000014
ZFP36L1	677	0.839395998226001	0.272188911666663
TP53	7157	0.839395998226001	0.130457036888886
ZNF441	126068	0.839395998226001	0.156591971944445
CBX5	23468	0.839407489497968	0.178120184333334
BAG2	9532	0.839407489497968	-0.202759246888888
		0.839407489497968	-0.101256821888887
GIPC3	126326	0.839457935565036	0.183464600833334
HLA-DPB1	3115	0.839461886934866	-0.336244727111113
		0.839477618778579	0.121775214666668
FNDC7	163479	0.839581842728113	-0.0793582393333345
		0.839898683403935	0.123028636444444
OSBPL7	114881	0.839898683403935	-0.0782903409999998
BORCS5	118426	0.839898683403935	-0.0876305628888883
		0.839898683403935	0.0756738429444441
YTHDF2	51441	0.839898683403935	0.130430669277777
ZNF518B	85460	0.839898683403935	0.104618352722224
		0.839898683403935	-0.1586598875
		0.839898683403935	-0.0950710123333338
C17orf96	100170841	0.839898683403935	0.149838742277778
		0.839898683403935	-0.220287495000001
		0.839898683403935	0.0658050026666679
TCEAL6///TCEAL2///TCEAL3	158931///140597///85012	0.839898683403935	-0.153975446500001
CHRD	8646	0.839898683403935	0.107643529333335
EDC4	23644	0.839912072668861	0.0795759222222214
		0.839932138762105	-0.259911661166666
FERMT2	10979	0.839932138762105	0.068495521055556
MIR520C///MIR520B	574476///574473	0.83996333858207	-0.156884623333334
RNF34	80196	0.83996333858207	-0.157897751055555
ATPAF1	64756	0.839984823572486	0.137051190777778
ASH1L	55870	0.840003356033042	0.108644849833333
		0.840053317868724	-0.180543962666666
		0.840084665638812	0.0615715228333333
KLK5	25818	0.840160745704372	0.146528233277778
VASN	114990	0.840160745704372	-0.137233676333334
CELA1	1990	0.840183924532591	0.129767096777778
		0.840183924532591	-0.101594667944443
KIAA1586	57691	0.840381531990748	-0.223527329388885
TRAM1L1	133022	0.840537632761499	-0.130882752444445
SRC	6714	0.84075689519719	0.133642484277777
CA6	765	0.84075689519719	0.128706073166666
LOC642846///DDX12P///DDX11	642846///440081///1663	0.84075689519719	-0.161472555111112
TMEM72	643236	0.840760527891126	0.0947417708888887
C12orf75	387882	0.840781550143437	0.342827085888889
		0.840787289707253	0.166896195111112
SERTAD3	29946	0.840816249622103	0.135488676611113
SFTA2	389376	0.84086486946968	0.226607096166666
		0.84086486946968	0.121266059888889
		0.84086486946968	-0.175194032833334
SNORA50A	677830	0.84086486946968	0.269841466888891
DMRTA2	63950	0.840871264110906	-0.133651187000001
		0.840876902238258	0.136385541833334
URB1	9875	0.840876902238258	0.106543524777779
		0.841031796139096	-0.130407199888889
		0.841031796139096	0.150295580555556
		0.84108997997996	0.10289157261111
		0.84108997997996	0.132322489499999
SLC34A2///SLC34A2	10568///10568	0.841099278851026	-0.0948112864999997
KCNIP4	80333	0.841121027765061	0.0785079043888883
LOC105375800	105375800	0.841161153688865	0.121421875944446
RBM28	55131	0.841317143258062	-0.117660056055556
NR2C1	7181	0.841317143258062	-0.19101896622222
PRPF4	9128	0.841476781647854	0.158425436388891
		0.841560727525012	-0.0699362797777776
SLC16A10	117247	0.841571265621925	0.186820660444444
TRIM39-RPP21///RPP21	202658///79897	0.841571265621925	0.2396051555
SNX32	254122	0.841571265621925	-0.1200139725
TBC1D27	96597	0.841624743639404	-0.111535936222222
		0.841624743639404	-0.203918404166666
STARD3NL	83930	0.841624743639404	0.168725711
		0.841625399537077	0.241778156388889
		0.841872739237904	-0.208971255277778
ADCY7	113	0.841931688513506	0.196655979333333
ELF1	1997	0.841972544209418	0.107125672222224
C10orf11	83938	0.841983859059816	0.159686843333332
		0.842068712815823	0.0895525018333334
SUMO1	7341	0.84208928866224	-0.266165558888892
		0.842097167517323	-0.0467201791111109
HCFC2	29915	0.842136172671807	-0.113118407222222
		0.842202905758607	0.277211864499999
ABHD17B	51104	0.842202905758607	-0.117625730388887
		0.842213200191943	-0.227536001055554
		0.842213200191943	0.182802825555555
TOR1AIP2	163590	0.842213200191943	0.114033945333333
		0.842332858764798	-0.105670294777777
FAM24A	118670	0.842332858764798	-0.107157401333335
NHLH2	4808	0.842396206263316	-0.0844850337777778
TCP10L2///TCP10	401285///6953	0.842396206263316	-0.103245124277778
SDHC	6391	0.842487592384237	-0.157333084833333
LOC650293///OR7E125P///OR7E2P	650293///389616///8587	0.842487592384237	0.165013031111112
		0.842487592384237	-0.221043060611112
ADRA1B	147	0.842487592384237	0.115338127166669
		0.842573884323422	0.1171522115
C17orf80	55028	0.842573884323422	-0.130246700722225
		0.842592073608785	0.283625281666667
SLC39A5	283375	0.842592073608785	0.0951889358888884
AJAP1	55966	0.842592073608785	-0.151356791555557
C4BPA	722	0.842595346428292	0.291249489722222
BPY2C///BPY2B///BPY2	442868///442867///9083	0.842614772122739	-0.0794217175555558
C1RL	51279	0.842614772122739	-0.0949378692777776
		0.842614772122739	0.180085620777778
TAAR5	9038	0.842672090831549	-0.104078726277776
SPATA6L	55064	0.842682818349226	0.112045465277778
AQP8	343	0.842682818349226	0.113361224777777
CCL16	6360	0.842682818349226	0.103730136222223
		0.842682818349226	-0.0823956142777775
		0.842682818349226	-0.140040971944445
CATSPERG	57828	0.842692923851849	-0.083207468444443
		0.842692923851849	0.108404849277779
LINC01101	84931	0.842692923851849	0.0986456535555558
		0.842773413585935	-0.145722438222222
F2	2147	0.842795758516837	-0.0938663818333332
		0.842859087882867	-0.10347898961111
OPN1MW2///OPN1LW///OPN1MW	728458///5956///2652	0.842859087882867	0.0873564470555559
N4BP2L1	90634	0.842859087882867	-0.106691315666666
		0.842887572187887	0.105453091444443
		0.842896890679642	0.148543986388891
CLUL1	27098	0.843098464905535	-0.100521315777778
WFDC8	90199	0.843098464905535	0.107034526166667
EYS	346007	0.843098464905535	-0.0510159214999995
		0.843098464905535	0.1639816715
LOC643406	643406	0.843098464905535	-0.141363102388887
B4GALNT1	2583	0.843098464905535	-0.105903951666667
MAT2A	4144	0.843098464905535	-0.106931818888887
		0.843168410107795	0.0980828223333337
SCGB3A1	92304	0.843168410107795	0.158508597166668
ANKRD19P	138649	0.843168410107795	0.119840469222222
		0.843168410107795	-0.176564531555555
C6orf15	29113	0.843168410107795	-0.1080576925
DBF4B	80174	0.843172328696576	0.117477401333334
		0.843172328696576	-0.14089433122222
		0.84319954713111	0.268308276388889
		0.843201512768482	-0.0701237818888893
RUBCN	9711	0.843201512768482	-0.118216774833332
E2F3	1871	0.843247585858405	-0.13266189238889
ANKRD44	91526	0.843247585858405	0.128875844500003
		0.843247585858405	0.0917072576111111
GPR62	118442	0.843247585858405	0.0925175732222225
		0.843247585858405	0.0815327648333337
		0.843299862466242	0.127195121277778
		0.843316672896469	-0.086272526722222
		0.843316672896469	-0.230019253999999
TNFRSF13C	115650	0.843316672896469	-0.108973984944445
OR52N4	390072	0.843316672896469	0.256328979722223
		0.843373072002327	0.466724877277777
		0.843373072002327	0.0546456142222222
RBBP7	5931	0.843373072002327	-0.0931621432222283
		0.843380712609055	0.110019549388889
FARS2	10667	0.843380712609055	0.184698620833331
		0.843449071344613	-0.0448922555555562
MRGPRG	386746	0.843554521406921	-0.129058215666668
YIPF5	81555	0.843554521406921	0.105983823055556
SSX6	280657	0.843554521406921	0.1177157105
WDR75	84128	0.843554521406921	0.209142028444445
		0.84367426777791	0.153153504
AAED1	195827	0.843746260863902	-0.282867895833334
RAB27B	5874	0.843796824643862	-0.311503071833332
CPEB2	132864	0.843796824643862	0.221326680166667
ASAH2B///ASAH2	653308///56624	0.843796824643862	-0.0784064858888884
		0.843796824643862	0.137402289944446
LOC100131496	100131496	0.844058153504144	-0.110139768555555
		0.844058153504144	0.26774069838889
		0.844058153504144	-0.158612988777779
		0.844058153504144	0.289141409555556
FAM155B	27112	0.844058153504144	0.115580844666669
		0.844058153504144	0.205218792555561
CD79B	974	0.844058153504144	-0.143947993333333
		0.844079923061312	0.273987284722223
SLC16A7	9194	0.844079923061312	0.14967730277778
		0.844367476786747	0.180083403555554
		0.844500238768054	0.0620364448888884
RASA4B///RASA4CP///POLR2J4///RASA4	100271927///401331///84820///10156	0.844500238768054	-0.101182910222219
		0.844500238768054	-0.13336455261111
		0.844506786323554	-0.223004456444444
		0.844528668939692	0.114204016333333
LIN9	286826	0.844528668939692	0.164555836499998
		0.844528668939692	-0.319166095666667
RGS14	10636	0.844540253626785	-0.10450036761111
PATE1	160065	0.844540253626785	-0.100992156999999
		0.844540253626785	-0.105833059333333
PCDHB8	56128	0.844540253626785	-0.107885698722223
MIR212	406994	0.844604006468372	0.138238115166666
LRRFIP1	9208	0.844660675493747	0.153189442000002
		0.844798086995504	0.179074681611112
		0.844817878894985	0.220184586111111
		0.844830048483965	0.0947387042222214
		0.844980755265213	-0.114981312777778
LOC100128233	100128233	0.844980755265213	-0.113978319944444
C16orf52	730094	0.844980755265213	-0.199942722555555
NPFF	8620	0.844980755265213	-0.169433590999998
		0.845009431073596	0.208297119
GLB1L2	89944	0.845009431073596	0.128881362666667
		0.845009431073596	0.163654820055554
		0.845274826836707	-0.049509933444444
LRRCC1	85444	0.845274826836707	0.217178151333333
NR1H4	9971	0.845274826836707	0.0662501832777775
		0.845274826836707	0.153866027777775
KNTC1	9735	0.845274826836707	0.135642386722222
GIGYF2	26058	0.845274826836707	0.0758224906666669
LINC00889	158696	0.845274826836707	-0.179601278055556
OR5P1P	79283	0.845372381574774	-0.103864278777777
		0.845372381574774	0.296969529722221
SLC52A1	55065	0.845544994530895	0.100030289444445
		0.845544994530895	-0.103335546833331
		0.845544994530895	-0.140167616499999
MICU2	221154	0.845544994530895	-0.162172503333332
		0.845619776227864	0.100157568277778
		0.845676627303888	-0.121016576222222
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P1-DHX40P1///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///653645///440452///414060///414059///84218	0.84569373790124	0.1037922015
ARHGEF15	22899	0.845742567363321	0.111869048055555
MRPS10	55173	0.845742567363321	-0.14901222977778
		0.845742567363321	-0.0786818855555556
IL23A	51561	0.845742567363321	-0.155519841222221
ZNF718	255403	0.845742567363321	0.363792955833333
NKD2///NKD2	85409///85409	0.845742567363321	0.121277501333334
OR5AR1	219493	0.845742567363321	-0.0994576533333351
		0.845742567363321	-0.12745683388889
SLC18B1	116843	0.845742567363321	-0.239351708222222
EPB41L5	57669	0.845742567363321	-0.148397625888887
TERF1	7013	0.845742567363321	-0.127853156277778
FLRT1	23769	0.845742567363321	-0.138979415222223
LINC00479	150135	0.845742567363321	-0.099405819277778
LCN12	286256	0.845742567363321	0.109771226833334
SLC22A18	5002	0.845784686835323	0.0990544428333342
IRF7	3665	0.845899299632265	0.12418437972222
		0.845944726374907	-0.136448523944444
RHBDD1	84236	0.845944726374907	0.0945925616111136
CEP63	80254	0.845956538863105	0.0878986652777778
TNFRSF11A	8792	0.845956538863105	0.188543227888891
		0.845956538863105	-0.128865480388889
PYY	5697	0.845956538863105	0.144217812333334
		0.845956538863105	0.0963962086111105
ADPRHL1	113622	0.845956538863105	-0.113089567222223
ADGRF5	221395	0.845965408617277	-0.0879686325
ENTPD3	956	0.845965408617277	0.102802154277779
VSIG8	391123	0.845965910032212	-0.139583344388888
LOC153684	153684	0.845965910032212	0.173403193444445
ATP6V1E2	90423	0.845965910032212	-0.132686068722222
1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1	100506173///100132285///553128///115653///57292///3813///3812///3811///3810///3809///3808///3806///3804///3803///3802///3813///3812///3811///3810///3808///3802	0.845965910032212	-0.132179788500001
HIVEP1	3096	0.845965910032212	-0.196962106722221
		0.846014231461966	-0.158052955444444
HECW1-IT1	100127950	0.846014231461966	-0.0915128881111111
SEC14L5	9717	0.846061026277704	0.104448762222223
		0.846061026277704	-0.3238894125
RPL4	6124	0.846061026277704	0.115671512222228
DUSP10	11221	0.846061026277704	-0.255524162388886
ARF6	382	0.846061026277704	0.140427104888891
LRIG2	9860	0.846061026277704	-0.106816657333332
		0.846262354973869	0.225193754833334
		0.846285149967395	0.1459932325
EQTN	54586	0.846285149967395	0.0720728683333332
LINC01597///FAM27B	400841///100133121	0.846446156330729	-0.0986341698888893
FAM21A///FAM21C	387680///253725	0.846451237967366	-0.190563405444444
		0.846559909333931	-0.186687123555556
DCAF11	80344	0.846559909333931	0.133098485222222
MFSD1	64747	0.846559909333931	0.17521009638889
NDUFB1	4707	0.846710272948978	-0.19705415138889
IGKC	3514	0.84680187831307	0.227004322388889
GSDMD	79792	0.84680187831307	-0.164260257111109
		0.846804871928733	0.337908440555557
ARMC5	79798	0.846804871928733	-0.122574782777778
		0.846804871928733	-0.126996535777777
		0.846804871928733	0.136146398722222
		0.846804871928733	0.173610001555555
MIR200C	406985	0.846804871928733	-0.146606334555555
TFDP2	7029	0.846804871928733	-0.223932568
		0.846804871928733	0.184043168388889
		0.846804871928733	0.0723763966666668
CTH	1491	0.846871962889096	-0.141446730277778
MIRLET7A1	406881	0.846871962889096	-0.194326781666666
